2022-05-10; 12.8.437.6765; Zoe; 16; 6; 0; 5; 2; 10.5; 1.1666666666666667; 1; 2; 16; 4; 191; 66; 102.60000002384186; 7; 15778; 13775; 589.4139725345755; 29463; 1100.6436727729829; 0.14829050260380564; 20; 9; 11363; 17388; 0; 1; 0; 1; 0; 0; 5; 2; 6; 0; 3; 12; 2; 21; 1; Lich Bane; Corrupting Potion; Blighting Jewel; Luden's Tempest; Rabadon's Deathcap; Sorcerer's Shoes; 
2022-05-10; 12.8.437.6765; Zoe; 10; 7; 0; 3; 6; 2.1666666666666665; 0.37142857142857144; 0; 0; 14; 2; 166; 69; 34; 16; 12318; 12025; 428.68374767135197; 15601; 542.9336889433157; 0.15622349884518957; 8; 3; 1741; 2112; 0; 0; 1; 1; 0; 1; 0; 4; 0; 0; 3; 12; 2; 26; 0; Void Staff; Banshee's Veil; Needlessly Large Rod; Sorcerer's Shoes; Luden's Tempest; NA; 
2022-05-10; 12.8.437.6765; Vladimir; 0; 0; 0; 0; 2; 0; 0; 1; 0; 10; 2; 105; 58; 12.999999970197678; 0; 5878; 4650; 365.13980828892676; 2877; 178.72529510829747; 0.19860127512841189; 12; 4; 6117; 6117; 0; 0; 0; 0; 0; 0; 10; 5; 3; 0; 2; 7; 0; 11; 1; Dark Seal; Refillable Potion; Hextech Rocketbelt; NA; Sorcerer's Shoes; NA; 
2022-05-08; 12.8.437.6765; Kayle; 7; 2; 0; 1; 8; 1; 0.19047619047619047; 0; 1; 17; 2; 263; 68; 44; 20; 14854; 13675; 468.713236453515; 26507; 836.4413799328839; 0.25259572587562973; 35; 174; 3251; 14599; 0; 0; 0; 1; 0; 0; 5; 2; 1; 0; 3; 13; 5; 35; 0; Void Staff; Zhonya's Hourglass; NA; Berserker's Greaves; Nashor's Tooth; Riftmaker; 
2022-05-08; 12.8.437.6765; Veigar; 13; 5; 0; 8; 3; 7; 0.75; 4; 3; 17; 0; 183; 66; 0; 24; 15425; 14050; 526.6985139345503; 31409; 1072.4851421012306; 0.16344269706768458; 31; 33; 7695; 20969; 0; 1; 0; 1; 0; 0; 0; 2; 4; 0; 11; 22; 2; 48; 1; Sorcerer's Shoes; Anathema's Chains; Everfrost; NA; Rabadon's Deathcap; Void Staff; 
2022-05-08; 12.8.437.6765; Amumu; 4; 1; 0; 20; 9; 2.6666666666666665; 0.5853658536585366; 0; 0; 14; 1; 36; 16; 0; 4; 10129; 8900; 338.17187710659937; 13561; 452.7521246743177; 0.17351288428105371; 19; 38; 142; 3981; 0; 2; 0; 0; 0; 0; 5; 4; 2; 0; 6; 30; 1; 44; 0; Frozen Heart; Giant's Belt; Bulwark of the Mountain; Evenshroud; Bramble Vest; Plated Steelcaps; 
2022-05-08; 12.8.437.6765; Zoe; 11; 2; 0; 6; 5; 3.4; 0.8095238095238095; 1; 0; 16; 1; 194; 73; 20.499999970197678; 9; 14298; 14010; 484.09397320166386; 28868; 977.3869909230754; 0.18935010379941458; 28; 14; 8638; 9391; 0; 0; 0; 0; 0; 0; 10; 2; 4; 0; 5; 13; 1; 32; 1; Luden's Tempest; Lich Bane; Amplifying Tome; Sorcerer's Shoes; Mejai's Soulstealer; Rabadon's Deathcap; 
2022-05-08; 12.8.437.6765; Veigar; 8; 1; 0; 7; 7; 2.142857142857143; 0.3409090909090909; 0; 0; 17; 1; 240; 71; 19.299999982118607; 1; 13364; 13375; 419.5368676344811; 26131; 820.3324843791196; 0.1982236238745068; 33; 10; 0; 169; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 15; 1; 32; 0; Control Ward; Anathema's Chains; Everfrost; Rabadon's Deathcap; Sorcerer's Shoes; Blighting Jewel; 
2022-05-08; 12.8.437.6765; Anivia; 12; 4; 0; 5; 7; 2.4285714285714284; 0.3695652173913043; 0; 1; 15; 2; 144; 50; 58.599999994039536; 26; 13490; 13430; 455.3484896856253; 31251; 1054.8410390695603; 0.20839372523981653; 13; 9; 2690; 9829; 0; 1; 0; 0; 0; 0; 0; 5; 2; 0; 6; 15; 1; 30; 0; Void Staff; Seraph's Embrace; Needlessly Large Rod; Sorcerer's Shoes; Liandry's Anguish; Needlessly Large Rod; 
2022-05-05; 12.8.437.6765; Katarina; 7; 3; 0; 6; 7; 1.8571428571428572; 0.8125; 0; 2; 14; 2; 134; 66; 9; 3; 9737; 8760; 410.4005545578938; 11019; 464.4189635041685; 0.23997838635242721; 16; 27; 2704; 6708; 0; 1; 0; 1; 0; 0; 0; 3; 3; 0; 3; 11; 0; 17; 1; Divine Sunderer; Nashor's Tooth; Ruby Crystal; Sorcerer's Shoes; Amplifying Tome; NA; 
