2022-05-06; 12.8.437.6765; Camille; 11; 2; 0; 7; 7; 2.5714285714285716; 0.5625; 7; 0; 18; 1; 257; 72; 13; 16; 18143; 14750; 470.05188773119204; 36753; 952.1685162776602; 0.30890317229894554; 41; 30; 9861; 23371; 0; 1; 1; 2; 0; 0; 0; 0; 5; 0; 4; 11; 1; 24; 1; Plated Steelcaps; Divine Sunderer; Guardian Angel; Death's Dance; Ravenous Hydra; NA; 
2022-04-29; 12.8.436.3750; Ornn; 4; 0; 0; 9; 10; 1.3; 0.3333333333333333; 0; 0; 16; 2; 216; 80; 22; 0; 11815; 11530; 311.1699646411114; 13938; 367.09032964307914; 0.24150381974047133; 70; 17; 971; 7598; 0; 1; 0; 0; 1; 0; 0; 1; 1; 0; 2; 15; 6; 37; 0; Plated Steelcaps; Fimbulwinter; Forgefire Crest; Thornmail; Warden's Mail; NA; 
2022-04-04; 12.6.432.1258; Sylas; 5; 0; 0; 8; 4; 3.25; 0.5909090909090909; 3; 0; 16; 1; 222; 70; 38.00000002980232; 12; 13242; 11660; 441.7312730072; 13571; 5048.476989383995; 0.21523174233444978; 49; 50; 5101; 7093; 0; 1; 0; 1; 0; 0; 0; 2; 5; 0; 6; 7; 6; 31; 1; Mercury's Treads; Zhonya's Hourglass; Everfrost; Cosmic Drive; Oblivion Orb; NA; 
2022-04-04; 12.6.432.1258; Tryndamere; 9; 4; 0; 2; 2; 5.5; 0.5238095238095238; 0; 3; 16; 3; 223; 72; 95.60000002384186; 19; 14833; 13805; 559.4304697019438; 16627; 7698.726591184256; 0.2503328048459397; 7; 8; 13772; 29259; 0; 1; 0; 1; 1; 0; 5; 4; 7; 0; 3; 10; 3; 34; 1; Berserker's Greaves; Navori Quickblades; Kraken Slayer; Infinity Edge; Last Whisper; Control Ward; 
2022-04-04; 12.6.432.1258; Mordekaiser; 9; 1; 0; 4; 6; 2.1666666666666665; 0.35135135135135137; 9; 3; 15; 2; 191; 82; 75.00000002980232; 24; 13549; 12425; 480.2994971748831; 15679; 4467.722515985726; 0.24855163808957406; 13; 30; 4128; 11349; 0; 1; 1; 1; 0; 0; 0; 3; 3; 0; 7; 11; 7; 39; 1; Plated Steelcaps; Riftmaker; Stopwatch; Rylai's Crystal Scepter; Thornmail; Seeker's Armguard; 
2022-04-04; 12.6.432.1258; Aatrox; 9; 3; 0; 5; 3; 4.666666666666667; 1; 0; 0; 15; 2; 153; 79; 4; 6; 11365; 10100; 452.27050836508573; 16480; 4306.542709042082; 0.2561261947723215; 25; 22; 6224; 9642; 0; 1; 0; 0; 0; 0; 10; 2; 5; 0; 4; 10; 1; 21; 1; Plated Steelcaps; Eclipse; Broken Stopwatch; Serylda's Grudge; Caulfield's Warhammer; NA; 
2022-04-04; 12.6.432.1258; Sett; 9; 2; 0; 3; 0; 12; 1; 0; 1; 13; 3; 173; 83; 63.79999986290932; 12; 11525; 9075; 589.6133882419743; 10814; 6482.30181943679; 0.20888520953367354; 18; 30; 12917; 13651; 0; 0; 0; 0; 0; 0; 0; 5; 5; 0; 3; 7; 1; 18; 1; Mercury's Treads; Hullbreaker; Stridebreaker; Doran's Shield; Recurve Bow; Control Ward; 
2022-04-04; 12.6.432.1258; Sylas; 13; 2; 0; 6; 1; 19; 1; 2; 3; 14; 2; 155; 63; 44.75; 12; 13190; 12850; 625.596302006863; 15354; 4854.94879320429; 0.2059206503827317; 26; 22; 6671; 9549; 0; 0; 0; 0; 1; 0; 5; 5; 3; 0; 4; 7; 1; 17; 1; Mercury's Treads; Zhonya's Hourglass; Everfrost; Cosmic Drive; Needlessly Large Rod; Needlessly Large Rod; 
2022-04-04; 12.6.432.1258; Galio; 2; 0; 0; 19; 12; 1.75; 0.5384615384615384; 10; 0; 14; 1; 137; 53; 6; 0; 9111; 8950; 342.14155124752745; 13732; 3747.4281590473474; 0.2125692558999413; 46; 52; 1000; 1000; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 6; 8; 3; 23; 1; Plated Steelcaps; Zhonya's Hourglass; Hextech Rocketbelt; Fiendish Codex; Dark Seal; NA; 
2022-04-04; 12.6.432.1258; Tryndamere; 4; 0; 0; 2; 5; 1.2; 0.2; 0; 0; 13; 1; 150; 44; 21.5; 8; 9685; 9500; 416.6893681371661; 6615; 4320.02371966452; 0.2765304147304501; 27; 30; 4575; 6507; 0; 0; 0; 0; 0; 0; 0; 5; 1; 0; 3; 6; 2; 15; 0; Berserker's Greaves; Cloak of Agility; Galeforce; Last Whisper; Caulfield's Warhammer; Pickaxe; 
