2022-05-04; 12.8.437.6765; Viego; 2; 0; 1; 1; 3; 1; 0.1111111111111111; 0; 0; 9; 2; 11; 1; 16.000000059604645; 64; 5724; 5550; 341.772110022692; 3458; 206.45252189171813; 0.23629644507008818; 4; 14; 232; 7699; 0; 0; 0; 0; 1; 0; 0; 2; 0; 0; 6; 3; 1; 9; 0; Divine Sunderer; Refillable Potion; Plated Steelcaps; Long Sword; NA; Control Ward; 
2022-05-02; 12.8.437.6765; Viego; 12; 2; 3; 4; 3; 5.333333333333333; 0.4; 0; 1; 18; 3; 19; 3; 32.64999994635582; 182; 16029; 15200; 442.56978856471073; 32683; 902.3421734374059; 0.3000456222509565; 33; 13; 7576; 43523; 1; 2; 5; 5; 0; 1; 0; 2; 5; 0; 9; 4; 5; 28; 0; Divine Sunderer; NA; Blade of The Ruined King; Maw of Malmortius; Guardian Angel; Plated Steelcaps; 
2022-04-30; 12.8.437.6765; Kindred; 7; 2; 4; 4; 8; 1.375; 0.3333333333333333; 0; 1; 11; 1; 16; 7; 3; 74; 9615; 8350; 475.93630982977663; 13620; 674.1869334784453; 0.23791710287248988; 36; 21; 834; 11236; 0; 0; 0; 1; 1; 0; 5; 4; 1; 0; 0; 2; 3; 10; 0; Berserker's Greaves; Galeforce; Lord Dominik's Regards; Long Sword; NA; NA; 
2022-04-30; 12.8.437.6765; Viego; 2; 1; 1; 3; 6; 0.8333333333333334; 0.14705882352941177; 0; 0; 11; 1; 40; 1; 4; 88; 8184; 7825; 354.5351570106148; 6278; 271.9715400873559; 0.2628706139469896; 16; 11; 755; 10107; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 2; 3; 1; 11; 0; Divine Sunderer; Pickaxe; Vampiric Scepter; Mercury's Treads; Recurve Bow; NA; 
2022-04-30; 12.8.437.6765; Viego; 6; 0; 1; 4; 1; 10; 1; 0; 0; 10; 2; 5; 3; 7.000000029802322; 76; 7019; 5350; 430.0025276377719; 4935; 302.3723599820334; 0.26561363797933973; 11; 26; 393; 9607; 0; 0; 2; 2; 0; 0; 0; 0; 1; 0; 4; 3; 0; 15; 1; Divine Sunderer; Refillable Potion; Plated Steelcaps; Dagger; NA; NA; 
2022-04-30; 12.8.437.6765; Vladimir; 4; 2; 0; 15; 7; 2.7142857142857144; 0.7037037037037037; 1; 0; 16; 1; 150; 76; 0; 17; 11340; 10325; 396.4226995595205; 21065; 736.3738563697682; 0.23638607668367628; 25; 13; 4153; 10101; 0; 1; 0; 0; 0; 0; 0; 3; 2; 0; 1; 6; 1; 13; 1; Dark Seal; Hextech Rocketbelt; Zhonya's Hourglass; Ionian Boots of Lucidity; Cosmic Drive; NA; 
2022-04-29; 12.8.437.6765; Viego; 5; 0; 1; 4; 3; 3; 1; 0; 0; 12; 2; 10; 0; 14.000000029802322; 115; 8745; 7058; 452.997585296014; 9266; 479.97762543523663; 0.2922020374263417; 6; 9; 763; 22452; 0; 0; 1; 1; 1; 0; 10; 0; 3; 0; 5; 4; 2; 23; 1; Trinity Force; NA; Chain Vest; Plated Steelcaps; Caulfield's Warhammer; NA; 
2022-04-26; 12.7.433.4138; Viego; 7; 1; 0; 5; 6; 2; 0.36363636363636365; 0; 1; 13; 1; 25; 4; 4; 121; 10311; 9650; 371.5558330989665; 12016; 432.99888662338196; 0.2443102549685534; 20; 37; 254; 19329; 0; 0; 1; 2; 1; 0; 0; 1; 0; 0; 12; 6; 6; 26; 0; Divine Sunderer; Death's Dance; Plated Steelcaps; Hexdrinker; NA; Control Ward; 
2022-04-26; 12.7.433.4138; Kayn; 14; 5; 0; 7; 5; 4.2; 0.5526315789473685; 0; 3; 17; 3; 68; 2; 68.59999999403954; 144; 18239; 17075; 586.2266620498815; 30451; 978.6964177422653; 0.24913178438015468; 65; 44; 7014; 26991; 0; 1; 1; 1; 1; 0; 0; 3; 3; 0; 3; 4; 2; 30; 0; Ionian Boots of Lucidity; Prowler's Claw; Muramana; Serylda's Grudge; Edge of Night; Serpent's Fang; 
2022-04-10; 12.6.432.1258; MissFortune; 7; 0; 0; 23; 12; 2.5; 0.6666666666666666; 0; 0; 17; 0; 159; 40; 0; 14; 14305; 12800; 353.6138252479337; 34206; 3412.9331082829; 0.15178523312741424; 30; 40; 2369; 10281; 0; 2; 1; 2; 0; 0; 0; 0; 2; 0; 1; 9; 10; 33; 0; Muramana; Serrated Dirk; Pickaxe; Eclipse; Boots of Swiftness; Serylda's Grudge; 
