2022-05-10; 12.8.437.6765; Rakan; 1; 1; 0; 2; 6; 0.5; 0.12; 0; 0; 7; 1; 8; 6; 0; 0; 3647; 3425; 207.2083024615575; 2204; 125.24062963862214; 0.16339887223300228; 22; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 8; 2; 17; 0; Bandleglass Mirror; Frostfang; Kindlegem; Ionian Boots of Lucidity; NA; NA; 
2022-05-03; 12.8.437.6765; Karma; 5; 0; 0; 31; 9; 4; 0.782608695652174; 6; 0; 18; 4; 125; 18; 50.599999994039536; 0; 15335; 14600; 351.6478658846498; 24033; 551.0836082933974; 0.16784671814959662; 25; 38; 800; 8367; 0; 1; 0; 2; 0; 0; 0; 1; 5; 0; 11; 59; 24; 124; 1; Chemtech Putrifier; Vigilant Wardstone; Shurelya's Battlesong; Redemption; Staff of Flowing Water; Ionian Boots of Lucidity; 
2022-05-02; 12.8.437.6765; Leona; 5; 3; 0; 6; 4; 2.75; 1.1; 0; 1; 9; 1; 22; 13; 1; 0; 5371; 5100; 348.352879445401; 4791; 310.7565716269807; 0.16185508433618268; 3; 2; 600; 600; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 6; 5; 5; 11; 1; Mercury's Treads; Targon's Buckler; Locket of the Iron Solari; Refillable Potion; Ruby Crystal; Control Ward; 
2022-05-01; 12.8.437.6765; Rakan; 0; 0; 0; 15; 3; 5; 0.6521739130434783; 3; 0; 13; 2; 32; 15; 20; 0; 7463; 6350; 256.65210777231704; 5154; 177.2634484228899; 0.12902177761764258; 51; 26; 1284; 1740; 0; 0; 0; 1; 0; 0; 5; 3; 4; 0; 10; 39; 4; 63; 1; Ionian Boots of Lucidity; Bulwark of the Mountain; Shurelya's Battlesong; Kindlegem; Forbidden Idol; NA; 
2022-05-01; 12.8.437.6765; Lulu; 2; 0; 0; 20; 9; 2.4444444444444446; 0.8148148148148148; 3; 0; 15; 1; 78; 46; 3; 4; 9734; 9325; 293.37282000014307; 12826; 386.5575201904012; 0.18785512455705547; 28; 274; 2598; 4853; 0; 2; 0; 1; 0; 0; 0; 1; 4; 0; 5; 7; 11; 26; 1; Ardent Censer; Corrupting Potion; Shurelya's Battlesong; Ionian Boots of Lucidity; Mikael's Blessing; Control Ward; 
2022-04-30; 12.8.437.6765; Lulu; 3; 0; 0; 4; 2; 3.5; 0.875; 0; 0; 10; 2; 8; 2; 0; 0; 6823; 6150; 338.25078952842773; 4560; 226.0728225794384; 0.1774221858375921; 15; 5; 2329; 8036; 0; 0; 0; 2; 1; 0; 5; 9; 4; 0; 4; 16; 1; 36; 1; Bandleglass Mirror; Shard of True Ice; Shurelya's Battlesong; Ionian Boots of Lucidity; NA; Oblivion Orb; 
2022-04-30; 12.8.437.6765; TahmKench; 1; 0; 0; 11; 6; 2; 0.36363636363636365; 0; 0; 11; 0; 38; 16; 0; 0; 6973; 6825; 277.9128464211185; 7144; 284.7317726627725; 0.1650609082821092; 57; 30; 1200; 1200; 0; 0; 0; 0; 0; 0; 5; 1; 4; 0; 7; 18; 3; 44; 1; Mercury's Treads; Bulwark of the Mountain; Anathema's Chains; Aegis of the Legion; Kindlegem; Control Ward; 
2022-04-30; 12.8.437.6765; Rakan; 5; 0; 0; 23; 6; 4.666666666666667; 1.1666666666666667; 7; 1; 15; 3; 39; 17; 17; 0; 10013; 7875; 346.32989369635857; 10261; 354.92967314448146; 0.15126624593256258; 21; 19; 487; 487; 0; 0; 0; 0; 1; 0; 5; 3; 2; 0; 11; 39; 2; 65; 1; Ionian Boots of Lucidity; Bulwark of the Mountain; Shurelya's Battlesong; Redemption; Control Ward; Kindlegem; 
2022-04-28; 12.8.436.3750; Rakan; 1; 0; 0; 8; 4; 2.25; 0.2571428571428571; 0; 0; 10; 1; 25; 12; 17; 0; 5761; 6335; 260.6510242249692; 3265; 147.74718188026102; 0.13941420729266418; 24; 54; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 19; 4; 35; 0; Ionian Boots of Lucidity; Bulwark of the Mountain; Shurelya's Battlesong; Control Ward; Oblivion Orb; NA; 
2022-04-28; 12.8.436.3750; Nautilus; 0; 0; 0; 12; 9; 1.3333333333333333; 0.26666666666666666; 0; 0; 12; 0; 35; 19; 0; 0; 6426; 5900; 265.7506438008962; 6670; 275.85146750390896; 0.1961121367222537; 28; 50; 567; 567; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 8; 23; 5; 43; 0; Mercury's Treads; Bulwark of the Mountain; Locket of the Iron Solari; Kindlegem; NA; Ruby Crystal; 
